questionId,stimulus,stem,rationale,answerOptions,correct_answer,difficulty,score_band_range_cd,skill_desc,primary_class_cd_desc,flesch_reading_ease,grade_level,mcalpine_efl,reading_time_passage_only,reading_time_whole_question,reasoning_steps,key_sentences,distractor_complexity
c966ad55,"The following text is from Srimati Svarna Kumari Devi’s 1894 novel The Fatal Garland (translated by A. Christina Albers in 1910). Shakti is walking near a riverbank that she visited frequently during her childhood.

She crossed the woods she knew so well. The trees seemed to extend their branches like welcoming arms. They greeted her as an old friend. Soon she reached the river-side.
",Which choice best describes the function of the underlined portion in the text as a whole? ,"Choice C is the best answer because it most accurately describes how the underlined sentence functions in the text as a whole. The first sentence of the text states that Shakti knows the woods she is walking in well. The next sentence, which is underlined, emphasizes Shakti’s familiarity with, and sense of security within, the woods by describing how the tree branches are friendly and “welcoming,” as they are depicted as extending open arms to her. The remainder of the text also shows that Shakti is comfortable and content in the woods by describing her as “an old friend” of the trees. Thus, the function of the underlined portion is to emphasize Shakti’s sense of belonging in the wooded landscape that she visits. Choice A is incorrect because the text and underlined portion suggest that Shakti is comfortable, not uncomfortable, in her surroundings: the trees around her are described as welcoming and reassuring. Moreover, the underlined portion discusses Shakti’s feelings in the forest, not the river, since she hasn’t reached the river yet. Choice B is incorrect because the text and underlined portion emphasize Shakti’s familiarity with the woods. The trees are inviting, and she feels like “an old friend” to the woods, so she isn’t lost or confused there. Choice D is incorrect because the third sentence uses the phrase “as an old friend” figuratively in reference to Shakti’s sense of familiarity with the landscape, not in reference to her long-standing friendships with other people, and the text and underlined portion never discuss her feelings about such friendships. ","['It suggests that Shakti feels uncomfortable near the river.', 'It indicates that Shakti has lost her sense of direction in the woods.', 'It emphasizes Shakti’s sense of belonging in the landscape.', 'It conveys Shakti’s appreciation for her long-term friendships. ']",C,E,1,Text Structure and Purpose,Craft and Structure,79.16,7.0,12.3,16.91,32.2,1,"['The following text is from Srimati Svarna Kumari Devi’s 1894 novel The Fatal Garland (translated by A. Christina Albers in 1910).', 'Shakti is walking near a riverbank that she visited frequently during her childhood.']",0.38745608925819397
93665100,"Seminole/Muscogee director Sterlin Harjo ______blank television’s tendency to situate Native characters in the distant past: this rejection is evident in his series Reservation Dogs, which revolves around teenagers who dress in contemporary styles and whose dialogue is laced with current slang.",Which choice completes the text with the most logical and precise word or phrase?,"Choice A is the best answer because it most logically completes the text’s discussion of Sterlin Harjo’s approach to representing Native characters on television. As used in this context, “repudiates” means rejects or refuses to have anything to do with. The text indicates that television shows tend to depict Native characters as living long ago, but that Harjo’s series Reservation Dogs focuses on Native teenagers in the present day, representing a “rejection” of the typical approach to depicting Native characters. This context thus indicates that Harjo repudiates television’s general tendency regarding Native characters. Choice B is incorrect because the text describes Harjo’s “rejection” of the typical approach to representing Native characters on television, so it wouldn’t make sense to say that Harjo “proclaims,” or declares or affirms, television’s general tendency regarding Native characters. Harjo is described as refusing to follow the pattern of depicting Native characters in the distant past, not as proclaiming that pattern. Choice C is incorrect because the text describes television’s tendency to represent Native characters in the distant past as something that is already occurring, not as something that Harjo “foretells,” or predicts will happen in the future. The text is focused on Harjo’s “rejection” of this pattern, not on any predictions he may have about it. Choice D is incorrect because saying that Harjo “recants” something would mean that he withdraws a previously held belief, and it wouldn’t make sense to say that Harjo recants television’s tendency to represent Native characters as living in the past. No beliefs previously held by Harjo are mentioned. Additionally, a tendency isn’t a belief and thus isn’t something that can be recanted. ","['repudiates', 'proclaims', 'foretells', 'recants']",A,H,7,Words in Context,Craft and Structure,12.94,22.0,51.0,13.39,18.8,0,"['Seminole/Muscogee director Sterlin Harjo ______blank television’s tendency to situate Native characters in the distant past: this rejection is evident in his series Reservation Dogs, which revolves around teenagers who dress in contemporary styles and whose dialogue is laced with current slang.']",
236fee8e,"Archeological excavation of Market Street Chinatown, a nineteenth-century Chinese American community in San Jose, California, provided the first evidence that Asian food products were imported to the United States in the 1800s: bones from a freshwater fish species native to Southeast Asia. Jinshanzhuang—Hong Kong–based import/export firms—likely coordinated the fish’s transport from Chinese-operated fisheries in Vietnam and Malaysia to North American markets. This route reveals the (often overlooked) multinational dimensions of the trade networks linking Chinese diaspora communities.",Which choice best describes the function of the underlined sentence in the text as a whole?,"Choice B is the best answer. The underlined sentence provides information about import/export firms, showing how Chinese communities across the world were connected by trade routes.Choice A is incorrect. The underlined sentence never suggests that the countries of origin of the fish are in question—in fact, it tells us exactly where they came from. Choice C is incorrect. The passage never describes the steps taken to discover the fish bones described in the previous sentence. Choice D is incorrect. The underlined sentence doesn’t outline a hypothesis but instead provides evidence. And the following sentence agrees with the underlined sentence, so we could eliminate this choice just for saying that the following sentence ""casts some doubt on"" the underlined one—partly wrong is all wrong.","['It explains why efforts to determine the country of origin of the items mentioned in the previous sentence remain inconclusive.', 'It provides information that helps support a claim about a discovery’s significance that is presented in the following sentence.', 'It traces the steps that were taken to locate and recover the objects that are described in the previous sentence.', 'It outlines a hypothesis that additional evidence discussed in the following sentence casts some doubt on.']",B,M,4,Text Structure and Purpose,Craft and Structure,11.55,18.0,31.7,27.0,52.21,1,"['Archeological excavation of Market Street Chinatown, a nineteenth-century Chinese American community in San Jose, California, provided the first evidence that Asian food products were imported to the United States in the 1800s: bones from a freshwater fish species native to Southeast Asia.', 'Jinshanzhuang—Hong Kong–based import/export firms—likely coordinated the fish’s transport from Chinese-operated fisheries in Vietnam and Malaysia to North American markets.']",
be612a26,Recent measurements of the mass of the W boson (a subatomic particle) were notable not only for the mere fact that the particle’s mass differed from expectations but for the ______blank of that difference: the measured mass of the W boson was seven standard deviations higher than predicted by the standard model of particle physics.,Which choice completes the text with the most logical and precise word or phrase?,"Choice D is the best answer because it most logically completes the text’s discussion of the W boson. In this context, ""scale"" means size or extent. The text indicates that recent measurements of the W boson were remarkable because they revealed the subatomic particle’s mass to be much greater (""seven standard deviations higher"") than had been expected based on a standard model. This context conveys not only that the measurements differed from predictions but also that the extent of the difference was very large.Choice A is incorrect. Although the text indicates that there was a very large difference between the predicted mass and the actual measured mass of the subatomic particle, it doesn’t explain the cause of, or reason behind, that difference. Choice B is incorrect because it wouldn’t make sense to say that the measurements of the subatomic particle were notable because they differed from expectations and also because a difference existed between the measurements and what had been predicted; the text would be repeating the idea that there was a difference instead of adding to that idea. Choice C is incorrect because the text doesn’t convey any implications of, or consequences of or conclusions drawn from, the fact that the mass of the subatomic particle differed from expectations; the context indicates only that the actual measured mass was much higher than the predicted mass.","['cause', 'existence', 'implication', 'scale']",D,M,5,Words in Context,Craft and Structure,15.65,13.0,77.0,14.65,19.8,0,['Recent measurements of the mass of the W boson (a subatomic particle) were notable not only for the mere fact that the particle’s mass differed from expectations but for the ______blank of that difference: the measured mass of the W boson was seven standard deviations higher than predicted by the standard model of particle physics.'],
02fd3da7,"Text 1
Public policy researcher Anthony Fowler studied the history of elections in Australia, a country that requires citizens to vote. Fowler argues that requiring citizens to vote leads to a significant increase in voters who would otherwise not have the time or motivation to vote. Thus, election results in countries that require citizens to vote better reflect the preferences of the country as a whole. 
 
Text 2
Governments in democratic countries function better when more people vote. However, forcing people to vote may have negative consequences. Shane P. Singh and Jason Roy studied what happens when a country requires its citizens to vote. They found that when people feel forced to vote, they tend to spend less time looking for information about their choices when voting. As a result, votes from these voters may not reflect their actual preferences.","Based on the texts, how would Singh and Roy (Text 2) most likely respond to the research discussed in Text 1?","Choice C is the best answer. Text 1 claims that mandatory voting results in elections that ""better reflect the preferences of the country."" Singh and Roy disagree. They claim that more voters doesn’t equal more quality votes—instead, they argue that forced voting may lead to less-informed votes that ""may not reflect [voters’] actual preferences.""Choice A is incorrect. Neither text mentions the population size of countries that require voting, or how that might affect election outcomes. Choice B is incorrect. Neither text discusses the effects of mandatory voting on other forms of political engagement. Choice D is incorrect. Neither text discusses the ease or difficulty of the voting process in countries that require voting.","['Only countries of a certain population size should implement mandatory voting.', 'People who are forced to vote are likely to become politically engaged in other ways, such as volunteering or running for office.', 'Requiring people to vote does not necessarily lead to election outcomes that better represent the preferences of the country as a whole.', 'Countries that require voting must also make the process of voting easier for their citizens.']",C,E,2,Cross-Text Connections,Craft and Structure,53.71,11.0,22.4,38.08,62.18,1,"['Text 1\nPublic policy researcher Anthony Fowler studied the history of elections in Australia, a country that requires citizens to vote.', 'Fowler argues that requiring citizens to vote leads to a significant increase in voters who would otherwise not have the time or motivation to vote.', 'Shane P. Singh and Jason Roy studied what happens when a country requires its citizens to vote.']",0.5735388994216919
e818241b,"Astronomers are confident that the star Betelgeuse will eventually consume all the helium in its core and explode in a supernova. They are much less confident, however, about when this will happen, since that depends on internal characteristics of Betelgeuse that are largely unknown. Astrophysicist Sarafina El-Badry Nance and colleagues recently investigated whether acoustic waves in the star could be used to determine internal stellar states but concluded that this method could not sufficiently reveal Betelgeuse’s internal characteristics to allow its evolutionary state to be firmly fixed.",Which choice best describes the function of the second sentence in the overall structure of the text?,"Choice C is the best answer because it best describes how the second sentence functions in the text as a whole. The first sentence establishes something astronomers believe with some certainty: that Betelgeuse will explode in a supernova. The second sentence then introduces a problem: astronomers aren’t certain when Betelgeuse will explode because they don’t have enough information about the star’s internal characteristics. Finally, the third sentence indicates that researcher Sarafina El-Badry Nance and colleagues investigated a possible method of obtaining the necessary information about Betelgeuse’s internal characteristics, though they found that the method wouldn’t be sufficient. Thus, the function of the second sentence is to identify the problem that Nance and colleagues attempted to solve but didn’t.Choice A is incorrect because the second sentence introduces the general problem Nance and colleagues hoped to solve, not a serious limitation of how Nance and colleagues tried to solve it. It is the third sentence that introduces Nance and colleagues, but no serious limitation of their approach to studying a method of determining internal stellar states is described. Choice B is incorrect because the second sentence introduces the general problem Nance and colleagues hoped to solve, not the central finding they ultimately reported. It is the third sentence that presents Nance and colleagues’ conclusion that a potential method for determining internal stellar states would be insufficient. Choice D is incorrect because the second sentence doesn’t indicate how other astronomers or astrophysicists responded to the work done by Nance and colleagues; the text doesn’t address this information at all.","['It describes a serious limitation of the method used by Nance and colleagues. ', 'It presents the central finding reported by Nance and colleagues. ', 'It identifies the problem that Nance and colleagues attempted to solve but did not.', 'It explains how the work of Nance and colleagues was received by others in the field. ']",C,H,6,Text Structure and Purpose,Craft and Structure,25.12,17.0,37.0,26.84,45.01,1,"['Astronomers are confident that the star Betelgeuse will eventually consume all the helium in its core and explode in a supernova.', 'They are much less confident, however, about when this will happen, since that depends on internal characteristics of Betelgeuse that are largely unknown.', 'Astrophysicist Sarafina El-Badry Nance and colleagues recently investigated whether acoustic waves in the star could be used to determine internal stellar states but concluded that this method could not sufficiently reveal Betelgeuse’s internal characteristics to allow its evolutionary state to be firmly fixed.']",
95f037ad,"The works of Chicana artist Ester Hernandez are now ______blank in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco.",Which choice completes the text with the most logical and precise word or phrase?,"Choice C is the best answer because it most logically completes the text’s discussion of Ester Hernandez’s art. In this context, ""featured"" means shown prominently. The text focuses on where Hernandez’s works have been and continue to be displayed, explaining that her early works, which consisted of murals, could be viewed in outdoor spaces in San Francisco. The central contrast developed in the text is between where her early works could be viewed and where her works can be viewed now, which is in museums across the United States and around the world. The context therefore supports the idea that Hernandez’s works are now shown, or featured, in museums globally.Choice A is incorrect because in this context ""invented"" would mean created something for the first time, which isn’t supported since the text doesn’t discuss where Hernandez creates her works or whether they’re original or innovative. Choice B is incorrect because ""adjusted"" in this context would mean adapted. Although the text mentions that many of Hernandez’s early works were outdoor murals and thus it may be reasonable to infer that Hernandez altered her approach to creating art so that her works could be displayed in indoor venues instead, the text makes no mention of how Hernandez’s works might have been adapted for such venues. The text focuses on where Hernandez’s works have been and continue to be displayed, not on how she or anyone else may have adapted, or adjusted, her works. Choice D is incorrect because ""recommended"" in this context would mean endorsed or put forth as a suggestion for something that is worth seeing. Although it may be reasonable to say that in choosing to display certain works, museum curators believe such works are worth seeing, the text doesn’t discuss the reasons why museums display Hernandez’s works. Instead, the text mainly develops a contrast between where Hernandez’s early works could once be viewed and where her work can be viewed now.","['invented', 'adjusted', 'featured', 'recommended']",C,E,1,Words in Context,Craft and Structure,33.25,12.0,66.0,12.08,17.49,0,"['The works of Chicana artist Ester Hernandez are now ______blank in museums both in the United States and abroad, but the murals she contributed to as a member of Las Mujeres Muralistas early in her artistic career were displayed in outdoor public spaces across San Francisco.']",
d9915c15,"In 2020, rap artist and professor A.D. Carson published the first peer-reviewed rap album about his experiences with Black masculinity called “i used to love to dream.” Typically in peer review, experts evaluate scholarly articles prior to publication. For Carson’s album, dubbed a “mixtap/e/ssay,” peer review involved both scholars and rap artists. In combining elements of a mixtape album with scholarly essays that connect Carson’s lyrics to historical and contemporary contexts for listeners both inside and outside academia, Carson’s album helped redefine how scholarship is created and shared.",Which choice best states the main purpose of the text?,"Choice C is the best answer because it best describes the main purpose of the text, which is to explain why a certain rap album is particularly innovative. The text mentions rap artist and professor A.D. Carson, who published ""the first peer-reviewed rap album."" The text also describes the unusual process of having the work evaluated by both scholars and rap artists before its release, and details how the album combines elements of a mixtape album with elements of scholarly essays. All of these characteristics of the album and the way in which it was developed help to demonstrate the album’s novelty.Choice A is incorrect because though the text mentions an album that combines elements of scholarly essays and mixtapes, it does not compare the relative public impact of scholarly articles and albums. Choice B is incorrect because the text does not present the opinion of a scholar regarding the rap album. Choice D is incorrect because though the text mentions that the album was peer reviewed, it does not detail the steps of the review.","['To compare the relative public impact of scholarly articles and albums', 'To capture one scholar’s opinion of a new rap album', 'To explain why a certain rap album is particularly innovative', 'To describe how each step of the peer review process unfolds']",C,H,6,Text Structure and Purpose,Craft and Structure,45.15,15.0,22.8,26.94,40.02,1,"['In 2020, rap artist and professor A.D. Carson published the first peer-reviewed rap album about his experiences with Black masculinity called “i used to love to dream.” Typically in peer review, experts evaluate scholarly articles prior to publication.', 'For Carson’s album, dubbed a “mixtap/e/ssay,” peer review involved both scholars and rap artists.', 'In combining elements of a mixtape album with scholarly essays that connect Carson’s lyrics to historical and contemporary contexts for listeners both inside and outside academia, Carson’s album helped redefine how scholarship is created and shared.']",0.45490869879722595
06b96bfc,"A musician and member of the Quechua of Peru, Renata Flores Rivera was eager to promote the Quechua language in her music, but she was ______blank speaking it. She met this challenge by asking her grandmother, a native speaker of Quechua, to help her pronounce words in her song lyrics and also by taking classes in the language.",Which choice completes the text with the most logical and precise word or phrase?,"Choice B is the best answer because it most logically completes the text’s discussion of Renata Flores Rivera’s use of Quechua in her music. In this context, “inexperienced with” means not accustomed to. The text indicates that Flores Rivera wanted to promote the Quechua language in her music and overcame a challenge by seeking help with pronunciation from her grandmother and by taking language classes. This context conveys the idea that Flores Rivera was not sufficiently familiar with Quechua to use it in her music without help. Thus, she was inexperienced with speaking the language, which she addressed by seeking help. Choice A is incorrect because describing Flores Rivera as “prepared for”—or ready for—speaking Quechua wouldn’t make sense in context. The text indicates that speaking Quechua presented a challenge, but if she were ready to speak the language, then there would be no challenge. Choice C is incorrect because describing Flores Rivera as “skilled in”—meaning good at or capable of—speaking Quechua wouldn’t make sense in context. The text indicates that speaking Quechua presented a challenge, but if she were capable of speaking the language, then there would be no challenge. Choice D is incorrect. Flores Rivera was likely “excited about”—or thrilled or delighted with—speaking Quechua, but this wouldn’t make sense in context. The text indicates that speaking Quechua presented a challenge, but if she were delighted with speaking the language, then there would be no challenge. ","['prepared for', 'inexperienced with', 'skilled in', 'excited about']",B,E,2,Words in Context,Craft and Structure,58.96,10.0,43.0,14.29,20.43,1,"['A musician and member of the Quechua of Peru, Renata Flores Rivera was eager to promote the Quechua language in her music, but she was ______blank speaking it.', 'She met this challenge by asking her grandmother, a native speaker of Quechua, to help her pronounce words in her song lyrics and also by taking classes in the language.']",
d4732483,"Studying late nineteenth- and early twentieth-century artifacts from an agricultural and domestic site in Texas, archaeologist Ayana O. Flewellen found that Black women employed as farm workers utilized hook-and-eye closures to fasten their clothes at the waist, giving themselves a silhouette similar to the one that was popular in contemporary fashion and typically achieved through more restrictive garments such as corsets. Flewellen argues that this sartorial practice shows that these women balanced hegemonic ideals of femininity with the requirements of their physically demanding occupation.",Which choice best states the main purpose of the text?,"Choice D is the best answer. The text provides an overview of a scholarly work discussing the fashion practices of Black female farmworkers in late 19th- and early 20th-century Texas, and how these practices were influenced by both the fashion ideals of the time and the demands of farmwork.Choice A is incorrect. The text never discusses the rate of fashion change among Black female farmworkers. The text also never categorizes Flewellen’s findings as ""unexpected."" Choice B is incorrect. The text actually explains that Black female farmworkers were trying to achieve traditional feminine ideals, not resist them. Choice C is incorrect. The text doesn’t evaluate a scholarly work but rather simply describes it. Furthermore, the text is focused on ""agricultural and domestic"" fashion, not urban fashion as this choice suggests.","['To describe an unexpected discovery that altered a researcher’s view of how rapidly fashions among Black female farmworkers in late nineteenth- and early twentieth-century Texas changed during the period', 'To discuss research that investigated the ways in which Black female farmworkers in late nineteenth- and early twentieth-century Texas used fashion practices to resist traditional gender ideals', 'To evaluate a scholarly work that offers explanations for the impact of urban fashion ideals on Black female farmworkers in late nineteenth- and early twentieth-century Texas', 'To summarize the findings of a study that explored factors influencing a fashion practice among Black female farmworkers in late nineteenth- and early twentieth-century Texas']",D,H,6,Text Structure and Purpose,Craft and Structure,26.14,17.0,34.7,27.15,63.18,1,"['Studying late nineteenth- and early twentieth-century artifacts from an agricultural and domestic site in Texas, archaeologist Ayana O. Flewellen found that Black women employed as farm workers utilized hook-and-eye closures to fasten their clothes at the waist, giving themselves a silhouette similar to the one that was popular in contemporary fashion and typically achieved through more restrictive garments such as corsets.', 'Flewellen argues that this sartorial practice shows that these women balanced hegemonic ideals of femininity with the requirements of their physically demanding occupation.']",0.6448413729667664
97ab5669,"Former astronaut Ellen Ochoa says that although she doesn’t have a definite idea of when it might happen, she ______blank that humans will someday need to be able to live in other environments than those found on Earth. This conjecture informs her interest in future research missions to the moon.",Which choice completes the text with the most logical and precise word or phrase?,"Choice B is the best answer because it most logically completes the text’s discussion of Ochoa’s prediction that humans will one day need to live in places other than Earth. As used in this context, “speculates” would mean puts forward an idea without firm evidence. The text states that Ochoa “doesn’t have a definite idea” about when humans might need to live in other environments and characterizes Ochoa’s prediction as a “conjecture,” or a conclusion presented without convincing evidence. This context indicates that Ochoa speculates when she makes this prediction. Choice A is incorrect because saying that Ochoa “demands,” or insists or requires, that humans will one day need to live in other environments than Earth’s would not make sense in context. The text indicates that she’s unsure about the timing but hypothesizes that it will someday happen. Choice C is incorrect because  saying that Ochoa “doubts,” or questions or disbelieves, that humans will one day need to live in other environments than Earth’s would not make sense in context. The text indicates that although Ochoa is unsure about the timing, she hypothesizes that humans will need to live in places other than Earth and encourages research into future travel to the moon. Choice D is incorrect because  saying that Ochoa “establishes,” or proves, that humans will one day need to live in other environments than Earth’s would not make sense in context. Rather than stating that Ochoa discusses her idea with certainty and supports it with evidence, the text indicates that Ochoa is unsure about when humans might need to live in other environments. ","['demands', 'speculates', 'doubts', 'establishes']",B,E,3,Words in Context,Craft and Structure,63.02,11.0,32.0,13.03,18.38,1,"['Former astronaut Ellen Ochoa says that although she doesn’t have a definite idea of when it might happen, she ______blank that humans will someday need to be able to live in other environments than those found on Earth.']",0.2546164095401764
0f040c50,"The following text is from Yann Martel’s 2001 novel Life of Pi. The narrator’s family owned a zoo when he was a child. 

It was a huge zoo, spread over numberless acres, big enough to require a train to explore it, though it seemed to get smaller as I grew older, train included. 

undefined2001 by Yann Martel","As used in the text, what does the word “spread” most nearly mean?","Choice C is the best answer because as used in the text, “spread” most nearly means extended. The text states that the zoo is “huge,” that it covers “numberless acres,” and that it is large enough that a train is needed to explore it. Thus, the text’s emphasis on the zoo’s size suggests that the zoo extended, or stretched, over a large area of land. Choice A is incorrect because if the zoo covers “numberless acres,” then it could not reasonably be described as hidden, or concealed from view. Choice B is incorrect because there is nothing in the text to suggest that the zoo was discussed, or talked about. Rather, the text focuses on the zoo’s large size. Choice D is incorrect. Although in some contexts “spread” can mean coated, it doesn’t have that meaning in this context because to coat something means to apply a thin layer of a liquid substance, such as oil or paint, to a surface. Therefore, it would not be accurate to say that the zoo coated the acres on which it sits.  ","['Hidden', 'Discussed', 'Extended', 'Coated']",C,E,1,Words in Context,Craft and Structure,82.34,6.0,20.5,13.13,17.49,1,"['The following text is from Yann Martel’s 2001 novel Life of Pi.', 'undefined2001 by Yann Martel']",
9cdcd902,"Charles “Teenie” Harris was a photographer for the Pittsburgh Courier from 1936 to 1975. During his career he took over 70,000 photographs documenting everyday life in Pittsburgh’s Black communities. The Carnegie Museum of Art maintains thousands of his photographs, carefully ______blank them so that audiences can continue to view them well into the future. ",Which choice completes the text with the most logical and precise word or phrase?,"Choice C is the best answer. ""Preserving"" means ""maintaining"" or ""keeping in good condition,"" so preserving the photographs means that audiences should be able to view them for a long time.Choice A is incorrect. ""Replacing"" means ""putting something new in place of"" the photographs. Replacing the photos will make it so that audiences can’t view them at all. Choice B is incorrect. ""Inventing"" means ""creating a new idea, process, or thing."" The museum can’t invent photographs that already exist. Choice D is incorrect. Counting the photographs will not help audiences view them well into the future.","['replacing', 'inventing', 'preserving', 'counting']",C,E,2,Words in Context,Craft and Structure,53.21,14.0,23.7,16.07,21.53,1,"['Charles “Teenie” Harris was a photographer for the Pittsburgh Courier from 1936 to 1975.', 'During his career he took over 70,000 photographs documenting everyday life in Pittsburgh’s Black communities.', 'The Carnegie Museum of Art maintains thousands of his photographs, carefully ______blank them so that audiences can continue to view them well into the future.']",
3ec184af,"Many ancient sculptures of people’s heads are missing their noses. This is because the nose is the most ______blank part of a sculpture of a person’s head. It is delicate and sticks out from the rest of the sculpture, making it especially easy to break.",Which choice completes the text with the most logical and precise word or phrase?,"Choice B is the best answer because it most logically completes the text’s discussion of noses on ancient sculptures. In this context, ""fragile"" means weak or delicate. This matches the text’s description of noses on ancient sculptures, which are often missing from sculptures’ heads because they are ""especially easy to break."" Therefore, this context indicates that noses on ancient sculptures are the most fragile part of the sculptures’ heads.Choice A is incorrect. In this context, ""recognizable"" would mean identifiable, and since the text indicates that noses are often missing from ancient statues, they therefore cannot be the most recognizable part of the statue. Choice C is incorrect because the text indicates that many ancient statues are missing noses, so noses wouldn’t be ""common,"" or frequent, aspects of ancient statues; they would conversely be uncommon. Choice D is incorrect because the text only indicates that noses on ancient statues often stick out and end up missing from the heads, which doesn’t relate to the noses being ""sophisticated,"" or knowledgeable or refined.","['recognizable', 'fragile', 'common', 'sophisticated']",B,E,1,Words in Context,Craft and Structure,81.63,8.0,21.3,10.98,16.54,1,[],
e1d5d5df,"According to botanists, a viburnum plant experiencing insect damage may develop erineum—a discolored, felty growth—on its leaf blades. A ______blank viburnum plant, on the other hand, will have leaves with smooth surfaces and uniformly green coloration.  ",Which choice completes the text with the most logical and precise word or phrase?,"Choice D is the best answer because it most logically completes the text’s discussion of damage to viburnum plants. In this context, “healthy” would mean not distressed or diseased. The text states that insect damage may cause viburnum plants to be discolored and have abnormal growths. In the next sentence, the phrase “on the other hand” indicates a contrast with the description of plants suffering from damage. Thus, the context contrasts the appearance of healthy, undamaged plants with the appearance of damaged plants. Choice A is incorrect because in this context, “struggling” would mean working against difficulties. The text first describes viburnum plants experiencing damage by insects, and the phrase “on the other hand” then establishes a contrast with that description. It wouldn’t make sense to contrast struggling viburnum plants with those being damaged by insects, because in both cases the plants would be experiencing difficulties. Choice B is incorrect because in this context, “beneficial” would mean producing good or helpful effects. The text doesn’t discuss how viburnum plants affect other things or suggest that the plants are helpful in some way; rather, it focuses on how viburnum plants are affected by certain conditions. Choice C is incorrect because in this context “simple” would mean plain or uncomplicated. The text doesn’t discuss whether certain viburnum plants are complicated or uncomplicated; rather, it focuses on how viburnum plants are affected by certain conditions. ","['struggling', 'beneficial', 'simple', 'healthy']",D,E,2,Words in Context,Craft and Structure,53.21,12.0,22.0,11.45,16.75,0,[],
9e501aaf,"Research conducted by planetary scientist Katarina Miljkovic suggests that the Moon’s surface may not accurately ______blank early impact events. When the Moon was still forming, its surface was softer, and asteroid or meteoroid impacts would have left less of an impression; thus, evidence of early impacts may no longer be present.",Which choice completes the text with the most logical and precise word or phrase?,"Choice A is the best answer because it most logically completes the text’s discussion of the Moon’s surface. In this context, “reflect” means show or make apparent. The text states that because the surface of the Moon was softer when the Moon was still forming than it is now, early asteroid and meteoroid impacts “would have left less of an impression” and, as a result, evidence of them may no longer exist. This context supports the idea that the surface of the Moon may not accurately show signs of early impact events. Choice B is incorrect because it wouldn’t make sense to say that the surface of the Moon may not accurately “receive,” or acquire or experience, early impacts from asteroids or meteoroids. The text indicates that the impacts have already occurred, and it isn’t clear how the Moon’s surface could be accurate or inaccurate in experiencing them. Choice C is incorrect because it wouldn’t make sense to say that the surface of the Moon may not accurately “evaluate,” or determine the significance or condition of, early impacts from asteroids or meteoroids, since that would suggest that it’s possible for the Moon’s surface to make a decision of any kind. Choice D is incorrect. In this context, “mimic” would mean to deliberately simulate or closely imitate something. It wouldn’t make sense to say that the surface of the Moon may not accurately mimic early asteroid and meteoroid impacts, since that would suggest that it’s possible for the Moon to deliberately imitate something. ","['reflect', 'receive', 'evaluate', 'mimic']",A,E,3,Words in Context,Craft and Structure,45.59,18.0,33.5,14.86,19.85,0,"['Research conducted by planetary scientist Katarina Miljkovic suggests that the Moon’s surface may not accurately ______blank early impact events.', 'When the Moon was still forming, its surface was softer, and asteroid or meteoroid impacts would have left less of an impression; thus, evidence of early impacts may no longer be present.']",
105ea6de,"Text 1
Growth in the use of novel nanohybrids—materials created from the conjugation of multiple distinct nanomaterials, such as iron oxide and gold nanomaterials conjugated for use in magnetic imaging—has outpaced studies of nanohybrids’ environmental risks. Unfortunately, risk evaluations based on nanohybrids’ constituents are not reliable: conjugation may alter constituents’ physiochemical properties such that innocuous nanomaterials form a nanohybrid that is anything but.
Text 2
The potential for enhanced toxicity of nanohybrids relative to the toxicity of constituent nanomaterials has drawn deserved attention, but the effects of nanomaterial conjugation vary by case. For instance, it was recently shown that a nanohybrid of silicon dioxide and zinc oxide preserved the desired optical transparency of zinc oxide nanoparticles while mitigating the nanoparticles’ potential to damage DNA.","Based on the texts, how would the author of Text 2 most likely respond to the assertion in the underlined portion of Text 1?","Choice D is the best answer. The author of Text 2 acknowledges that nanohybrids may be more toxic than their constituent parts, but also provides an example of a nanohybrid that has reduced toxicity compared to its components: silicon dioxide and zinc oxide together have all the benefits of zinc oxide nanoparticles without any of the DNA harm zinc oxide has on its own. Choice A is incorrect. While the author of Text 2 gives an example of a nanohybrid that isn’t as toxic as its constituent parts, they don’t argue that the benefit outweighs the risk. They merely argue that “the effects of nanomaterial conjugation vary by case.” Choice B is incorrect. The author of Text 2 states that the effects of nanomaterial conjugation “vary by case,” and that the attention that their potential toxicity has drawn is warranted. If the situation in Text 1 weren’t representative, then there would be less attention to the potential danger of these materials. Furthermore, neither passage suggests that researchers had expected that they could predict the effects of nanomaterial conjugation. Choice C is incorrect. The author of Text 2 agrees that the potential toxicity of nanohybrids “has drawn deserved attention,” so they aren’t denying the problem. ","['By concurring that the risk described in Text 1 should be evaluated but emphasizing that the risk is more than offset by the potential benefits of nanomaterial conjugation', 'By arguing that the situation described in Text 1 may not be representative but conceding that the effects of nanomaterial conjugation are harder to predict than researchers had expected', 'By denying that the circumstance described in Text 1 is likely to occur but acknowledging that many aspects of nanomaterial conjugation are still poorly understood', 'By agreeing that the possibility described in Text 1 is a cause for concern but pointing out that nanomaterial conjugation does not inevitably produce that result']",D,H,7,Cross-Text Connections,Craft and Structure,6.17,20.0,41.8,40.81,76.47,1,[],0.5089399218559265
